OBJECTID,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE,LICENSE_NUMBER,LICENSE_TYPE
606,B2 - Motor Repair,R.J. CREIGHTON ENTEPRISES INC O/A CREIGHTON'S SERVICE CENTRE,1832 UPPER JAMES ST  GLANBROOK ON,2022/02/10 00:00:00+00,14 285304 06 1R,Public Garage
607,B2 - Motor Repair,R.W. WHEEL WIZARDS,162 SHERMAN AVE N  HAMILTON ON,2022/03/05 00:00:00+00,13 282223 07 1R,Public Garage
608,B2 - Motor Repair,RACE CAR SERVICES,151 SWAYZE RD  GLANBROOK ON,2022/10/03 10:22:24+00,16 291168 05 1R,Public Garage
609,B2 - Motor Repair,RAZ AUTOMOTIVE SERVICES INC. ,2837 KING ST E  HAMILTON ON,2022/07/16 00:00:00+00,14 276000 07 1R,Public Garage
610,Multiple Use Garage,RDJ AUTO SALES,150 HEMPSTEAD DR  HAMILTON ON L8W 2E4,2022/10/15 00:00:00+00,15 124574 07 1R,Public Garage
611,E - Car Wash,RED HILL CAR WASH INC.,200 PRITCHARD RD  HAMILTON ON,2023/01/06 00:00:00+00,14 277867 07 1R,Public Garage
612,E - Car Wash,RED HILL CAR WASH INC.,91 PARKDALE AVE N  HAMILTON ON,2022/06/16 10:57:55+00,17 292544 04 1R,Public Garage
613,A - New/Used Vehicle Sales,RED HILL TOYOTA,2333 BARTON ST E  HAMILTON ON,2022/07/02 00:00:00+00,14 279936 07 1R,Public Garage
614,B1 - Body Shop/Motor Repair,REG'S AUTO BODY,974 UPPER WELLINGTON ST  HAMILTON ON L9A 3S3,2022/10/02 00:00:00+00,15 124346 07 1R,Public Garage
615,B2 - Motor Repair,REPAIRALL AUTOMOTIVE SERVICE,1574 BARTON ST E  HAMILTON ON L8H 2X8,2022/07/23 12:24:53+00,20 297885 01 1R,Public Garage
616,B2 - Motor Repair,RIGHT WAY AUTO REPAIR,1154 RYMAL RD E  HAMILTON ON,2022/07/14 00:00:00+00,14 278536 07 1R,Public Garage
617,B2 - Motor Repair,RINEHART AUTO SERVICE,230 HEMPSTEAD DR  HAMILTON ON L8W 2E8,2022/04/30 10:31:45+00,19 295930 02 1R,Public Garage
618,B2 - Motor Repair,RINGO'S AUTOMOTIVE,1154 RYMAL RD E  HAMILTON ON,2022/05/15 00:00:00+00,14 275718 07 1R,Public Garage
619,Multiple Use Garage,RIZZUTO BROS LTD,230 GIBSON AVE  HAMILTON ON,2022/02/20 00:00:00+00,16 124238 06 1R,Public Garage
620,B2 - Motor Repair,ROBERTS CAR CARE,50 LLOYD ST  HAMILTON ON,2022/03/26 00:00:00+00,15 223310 06 1R,Public Garage
621,B2 - Motor Repair,ROMAN'S TRUCK & TRAILER REPAIRS INC.,865 WOODWARD AVE  HAMILTON ON,2022/06/29 00:00:00+00,14 132716 07 1R,Public Garage
622,A - New/Used Vehicle Sales,ROMAN'S TRUCK & TRAILOR REPAIRS,857 WOODWARD AVE  HAMILTON ON,2022/09/04 00:00:00+00,14 277457 07 1R,Public Garage
623,B2 - Motor Repair,RON'S TRANSMISSION SERVICE & GENERAL REPAIR,91 MORLEY ST  HAMILTON ON,2022/10/16 00:00:00+00,14 124700 07 1R,Public Garage
624,B2 - Motor Repair,ROSS & JOE AUTO SERVICE,102 VINE ST  HAMILTON ON L8R 2A9,2022/10/22 00:00:00+00,15 124271 07 1R,Public Garage
625,C - Service Station,ROUND & AROUND TIRE INC,480 BARTON ST E  HAMILTON ON L8L 2Y8,2022/10/24 10:31:03+00,18 295082 03 1R,Public Garage
626,D - Parking Lot,ROYAL BOTANICAL GARDENS,85 OAK KNOLL DR  HAMILTON ON,2022/05/09 08:53:03+00,17 292344 04 1R,Public Garage
627,D - Parking Lot,ROYAL BOTANICAL GARDENS,335 LONGWOOD RD N  HAMILTON ON,2022/05/09 08:54:19+00,17 292345 04 1R,Public Garage
628,D - Parking Lot,ROYAL BOTANICAL GARDENS,16 OLD GUELPH RD  DUNDAS ON,2022/05/09 08:56:03+00,17 292346 04 1R,Public Garage
629,D - Parking Lot,ROYAL BOTANICAL GARDENS,318 ROCK CHAPEL RD  FLAMBOROUGH ON,2022/05/09 08:56:58+00,17 292347 04 1R,Public Garage
630,B2 - Motor Repair,RS TRUCK AND TRAILER REPAIR,877 BARTON ST  STONEY CREEK ON,2022/09/17 10:08:34+00,19 296711 02 1R,Public Garage
631,B1 - Body Shop/Motor Repair,RSK AUTOBODY SHOP INC,241 MARY ST  HAMILTON ON,2022/09/18 00:00:00+00,12 279444 07 1R,Public Garage
632,B2 - Motor Repair,RUDY'S AUTO SERVICE LTD.,95 EARL ST  HAMILTON ON,2022/10/22 00:00:00+00,15 193678 07 1R,Public Garage
633,B2 - Motor Repair,RUNCO'S AUTO SERVICE LTD,205 JOHN ST S  HAMILTON ON,2022/05/04 00:00:00+00,14 270638 07 1R,Public Garage
634,Multiple Use Garage,RUSSELL AUTOMOTIVE REPAIR & SERVICE INC,1270 MAIN ST E  HAMILTON ON,2022/09/04 00:00:00+00,14 277394 07 1R,Public Garage
635,B2 - Motor Repair,RYDER TRUCK RENTAL CANADA LTD.,354 NASH RD N  HAMILTON ON,2022/02/08 00:00:00+00,15 140060 06 1R,Public Garage
636,B2 - Motor Repair,RYMAL AUTO CENTRE,1154 RYMAL RD E  HAMILTON ON L8W 3N7,2023/01/12 16:16:31+00,16 291846 05 1R,Public Garage
637,D - Parking Lot,S A M PARKING INC.,44 JACKSON ST E  HAMILTON ON,2022/02/07 00:00:00+00,16 124355 06 1R,Public Garage
638,B1 - Body Shop/Motor Repair,S&B BROTHERS TRUCK TIRE AND RE,5 GODERICH RD  HAMILTON ON,2022/07/21 08:42:22+00,20 297849 01 1R,Public Garage
639,A - New/Used Vehicle Sales,SADAT USED AUTO SALES,2555 BARTON ST E  HAMILTON ON,2022/11/16 00:00:00+00,14 281846 07 1R,Public Garage
640,B2 - Motor Repair,SAFETIES ONLY ,64 MUNROE ST  HAMILTON ON,2022/08/27 12:59:10+00,20 297880 01 1R,Public Garage
641,A - New/Used Vehicle Sales,SAFEWAY TOWING SERVICES INC.,1072 5TH CON RD W  FLAMBOROUGH,2022/12/03 00:00:00+00,14 277801 07 1R,Public Garage
642,A - New/Used Vehicle Sales,SAMMY'S AUTO SALES,10 GOVERNORS RD  DUNDAS ON L9H 6E2,2022/05/10 00:00:00+00,14 250210 07 1R,Public Garage
643,Multiple Use Garage,SATELLITE TIRE (1995) LIMITED,150 HEMPSTEAD DR  HAMILTON ON L8W 2E4,2022/10/08 00:00:00+00,15 124710 07 1R,Public Garage
644,B2 - Motor Repair,SB AUTO SERVICE,395 WENTWORTH ST N  HAMILTON ON,2022/04/18 11:21:50+00,17 292155 04 1R,Public Garage
645,B2 - Motor Repair,SENG'S AUTO,1060 RYMAL RD E  HAMILTON ON,2022/10/12 09:24:34+00,18 295080 03 1R,Public Garage
646,B2 - Motor Repair,SERVICE 1 TRUCK & TRAILER REPAIR INC.,152 BANCROFT ST  HAMILTON ON,2022/04/13 13:40:29+00,20 298476 00 1R,Public Garage
647,Multiple Use Garage,SETAY MOTORS INC. ,2260 RYMAL RD E  GLANBROOK ON,2022/08/20 00:00:00+00,14 278799 07 1R,Public Garage
648,B2 - Motor Repair,SHANNON'S AUTO,214 ARVIN AVE  STONEY CREEK ON,2022/08/29 00:00:00+00,13 283553 07 1R,Public Garage
649,B2 - Motor Repair,SHEFFIELD AUTOMOTIVE SERVICE,1245 OLD HWY 8  FLAMBOROUGH ON,2022/10/18 00:00:00+00,14 171830 07 1R,Public Garage
650,Multiple Use Garage,SHERMAN MOTORS SALES & SERVICE INC.,1094 UPPER SHERMAN AVE  HAMILTON ON,2022/11/18 10:05:19+00,19 296908 02 1R,Public Garage
651,E - Car Wash,SHREYEVA  HOME & PROPERTY INC O/A KING CAR WASH,901 KING ST E  HAMILTON ON,2022/06/23 09:05:25+00,21 299189 00 1R,Public Garage
652,Multiple Use Garage,SIBELLA INC O/A RAMA FINE CARS,954 KING ST E  HAMILTON ON,2022/09/22 10:27:43+00,17 292925 04 1R,Public Garage
653,Multiple Use Garage,SLEDS R US,863 HWY 6  FLAMBOROUGH ON,2022/10/01 00:00:00+00,13 276462 07 1R,Public Garage
654,A - New/Used Vehicle Sales,SLICK INTERNATIONAL INC. O/A SLICK AUTO SALES,350 HWY 8  STONEY CREEK ON,2022/08/20 00:00:00+00,15 287373 06 1R,Public Garage
655,Multiple Use Garage,SMALL TOWN AUTO SALES,353 MILLEN RD  STONEY CREEK ON,2022/10/20 00:00:00+00,15 288101 06 1R,Public Garage
656,B2 - Motor Repair,SOS AUTO REPAIR INC.,251 OTTAWA ST N  HAMILTON ON,2022/03/08 00:00:00+00,15 279457 06 1R,Public Garage
657,Multiple Use Garage,SOUTHLINC AUTOMOTIVE POWER SPORTS,90 HEMPSTEAD DR 1 HAMILTON ON,2022/04/04 00:00:00+00,03 284124 06 1R,Public Garage
658,C - Service Station,SPARKIE'S TIRES,78 GERTRUDE ST  HAMILTON ON,2022/09/17 00:00:00+00,18 294865 03 1R,Public Garage
659,B2 - Motor Repair,SPENCER CREEK SERVICE CENTRE INC.,1618 REGIONAL RD 97  FLAMBOROUGH ON,2022/11/15 00:00:00+00,14 171832 07 1R,Public Garage
660,E - Car Wash,SPLASH-N-DASH,1242 GARNER RD W  ANCASTER ON,2022/04/28 00:00:00+00,15 287563 06 1R,Public Garage
661,B1 - Body Shop/Motor Repair,SPLIT AUTO SERVICES INC.,1970 BARTON ST E  HAMILTON ON,2022/10/07 00:00:00+00,14 240641 07 1R,Public Garage
662,B2 - Motor Repair,SPRATT HARBER AND ASSOCIATES LIMITED,577 EIGHTH RD E  STONEY CREEK ON,2022/05/13 00:00:00+00,19 295972 02 1R,Public Garage
663,A - New/Used Vehicle Sales,SRF ENTERPRISES CANADA INC. O/A AUTO ISLAND,47 PARKDALE AVE S  HAMILTON ON,2022/09/21 00:00:00+00,14 283468 07 1R,Public Garage
664,Multiple Use Garage,STANDARD AUTO COLLISION,194 JOHN ST S  HAMILTON ON,2022/12/17 16:16:35+00,19 296945 02 1R,Public Garage
665,B2 - Motor Repair,STAR AUTO MECHANIC CENTRE,117 JOHN ST N  HAMILTON ON,2023/01/17 12:20:32+00,16 291849 05 1R,Public Garage
666,A - New/Used Vehicle Sales,STEEL TOWN AUTO SALES INC.,197 KENILWORTH AVE N  HAMILTON ON,2022/09/22 11:18:32+00,17 293047 04 1R,Public Garage
667,Multiple Use Garage,STEPHEN'S AUTO MALL,227 JOHN ST N  HAMILTON ON,2022/11/04 16:39:30+00,21 299736 00 1R,Public Garage
668,B2 - Motor Repair,STEVE AND RICK'S AUTO SERVICE INC.,663 FENNELL AVE E  HAMILTON ON,2022/10/01 00:00:00+00,14 210973 07 1R,Public Garage
669,B2 - Motor Repair,STEVE'S AUTOMOTIVE LTD O/A KAL TIRE AND AUTO SERVICE,1487 MAIN ST W  HAMILTON ON L8S 1E1,2022/01/30 00:00:00+00,15 287200 06 1R,Public Garage
670,B2 - Motor Repair,STEW'S AUTO REPAIR,550 RENNIE ST  HAMILTON ON,2022/03/27 00:00:00+00,15 251068 06 1R,Public Garage
671,Multiple Use Garage,STONEY CREEK AUTOMOTIVE INC.,427 HWY 8  STONEY CREEK ON L8G 1G1,2022/08/16 14:07:01+00,17 292687 04 1R,Public Garage
672,B1 - Body Shop/Motor Repair,STONEY CREEK COLLISION CENTRE LTD,928 QUEENSTON RD  STONEY CREEK ON,2023/02/27 00:00:00+00,14 206868 07 1R,Public Garage
673,Multiple Use Garage,STONEY CREEK TRANSMISSION INC.,1064 HWY 8  STONEY CREEK ON,2022/11/30 12:07:31+00,17 293182 04 1R,Public Garage
674,Multiple Use Garage,STURGESS CYCLE (1989) LIMITED,615 KING ST W  HAMILTON ON L8S 1C4,2022/08/18 00:00:00+00,14 254393 07 1R,Public Garage
675,B2 - Motor Repair,SUMNER'S AUTO SERVICE,9731 DICKENSON RD  GLANBROOK ON,2022/02/11 08:33:13+00,19 297216 01 1R,Public Garage
676,B2 - Motor Repair,SUPREME AUTO CARE INC.,790 MAIN ST E  HAMILTON ON L8M 1L4,2023/01/21 09:06:44+00,21 299502 00 1R,Public Garage
677,B2 - Motor Repair,T & J AUTOMOTIVE REPAIR & SALE INC.,755 BARTON ST  STONEY CREEK ON,2022/04/03 00:00:00+00,14 275466 07 1R,Public Garage
678,Multiple Use Garage,T & R AUTO SERVICES CENTRE INC,221 BARTON ST E  HAMILTON ON,2022/09/04 00:00:00+00,15 124719 07 1R,Public Garage
679,B3 - Body Shop,T.C.M. INVESTMENTS LIMITED O/A MIDTOWN COLLISION,77 FERGUSON AVE S  HAMILTON ON L8N 2M4,2022/06/20 10:28:23+00,18 293738 03 1R,Public Garage
680,B1 - Body Shop/Motor Repair,TAYLOR CHRYSLER DODGE INC.,260 CENTENNIAL PKWY N  HAMILTON ON,2022/08/20 00:00:00+00,15 124313 07 1R,Public Garage
681,B2 - Motor Repair,TAYLOR DIESEL SERVICES LTD,332 LAKE AVE N  HAMILTON ON L8E 3A2,2022/10/22 00:00:00+00,15 124507 07 1R,Public Garage
682,B2 - Motor Repair,TAYLOR STEEL INC.,470 ARVIN AVE  STONEY CREEK ON,2022/10/22 00:00:00+00,14 276324 07 1R,Public Garage
683,A - New/Used Vehicle Sales,TEAMS AUTO LTD,548 HWY 8  STONEY CREEK ON,2022/06/01 08:28:14+00,20 297763 01 1R,Public Garage
684,B2 - Motor Repair,THE AUTO HOUSE,70 KELLY ST  HAMILTON ON,2022/04/07 14:53:32+00,21 298910 00 1R,Public Garage
685,Multiple Use Garage,THE BUGG SHOP (627661 ONTARIO LTD),29 KENILWORTH AVE N  HAMILTON ON,2022/11/05 00:00:00+00,15 124187 07 1R,Public Garage
686,D - Parking Lot,THE CITY OF HAMILTON (HAMILTON MUNICIPAL PARKING SYSTEM),39 HATT ST  DUNDAS ON,2022/12/31 12:57:53+00,16 291681 05 1R,Public Garage
687,D - Parking Lot,THE CITY OF HAMILTON (HAMILTON MUNICIPAL PARKING SYSTEM),1 ROSEDALE DR  STONEY CREEK ON,2022/12/31 12:54:55+00,16 291683 05 1R,Public Garage
688,D - Parking Lot,THE CITY OF HAMILTON (HAMILTON MUNICIPAL PARKING SYSTEM),77 KING ST W  DUNDAS ON,2022/12/31 14:45:52+00,16 291687 05 1R,Public Garage
689,D - Parking Lot,THE CITY OF HAMILTON (HAMILTON MUNICIPAL PARKING SYSTEM),23 HATT ST  DUNDAS ON,2022/12/31 12:56:20+00,16 291688 05 1R,Public Garage
690,Multiple Use Garage,THE DOCTOR'S AUTO SHOP,351 CANNON ST E  HAMILTON ON,2022/10/21 00:00:00+00,14 285284 07 1R,Public Garage
691,B2 - Motor Repair,THIND TRUCK & TRAILER REPAIR INC,489 HWY 8  FLAMBOROUGH ON,2022/05/12 08:57:47+00,21 298707 00 1R,Public Garage
692,B2 - Motor Repair,TIRE TECH,1154 RYMAL RD E  HAMILTON ON,2022/07/18 00:00:00+00,11 129242 07 1R,Public Garage
693,C - Service Station,TIREHAUS,230 PRITCHARD RD  HAMILTON ON,2022/08/24 15:19:44+00,18 294768 03 1R,Public Garage
694,Multiple Use Garage,TONY'S GARAGE,34 CLINTON ST  HAMILTON ON,2022/02/21 00:00:00+00,16 124408 06 1R,Public Garage
695,B2 - Motor Repair,TOP-QUALITY TRANS INC,100 STAPLETON AVE  HAMILTON ON,2022/08/31 07:25:22+00,20 298041 01 1R,Public Garage
696,B2 - Motor Repair,TOROMONT INDUSTRIES LTD.,460 SOUTH SERVICE RD  STONEY CREEK ON L8E 2P8,2022/07/06 00:00:00+00,14 170573 07 1R,Public Garage
697,A - New/Used Vehicle Sales,TOWN CAR SALES LTD,2289 BARTON ST E  HAMILTON ON,2022/04/30 10:38:57+00,21 298843 00 1R,Public Garage
698,A - New/Used Vehicle Sales,TRAFALGAR EQUIPMENT LTD,963 REGIONAL RD 97  FLAMBOROUGH ON,2022/11/01 10:22:37+00,16 291613 05 1R,Public Garage
699,B2 - Motor Repair,TRAVALE TIRE AND SERVICE INC.,340 WENTWORTH ST N  HAMILTON ON,2022/05/12 11:22:55+00,18 294824 00 1R,Public Garage
700,B2 - Motor Repair,TRILLIUM AUTO SERVICE INC,475 UPPER WELLINGTON ST  HAMILTON ON L9A 3P3,2022/10/01 00:00:00+00,17 293119 04 1R,Public Garage
701,B2 - Motor Repair,TRIPLE C LUBE INCORPORATED O/A MIDAS AUTO SERVICE EXPERTS,440 YORK BLVD  HAMILTON ON L8R 3J8,2022/03/12 00:00:00+00,15 287322 06 1R,Public Garage
702,Multiple Use Garage,TRI-TECH AUTOMOTIVE INC.,1980 BARTON ST E  HAMILTON ON,2022/11/18 00:00:00+00,14 100936 07 1R,Public Garage
703,A - New/Used Vehicle Sales,TROTTERS TOWING & RECOVERY,15 MCKINSTRY ST  HAMILTON ON,2022/10/18 00:00:00+00,14 170451 07 1R,Public Garage
704,A - New/Used Vehicle Sales,UHAUL CO (CANADA) LTD,524 UPPER WELLINGTON ST  HAMILTON ON,2022/10/03 13:31:05+00,19 296846 02 1R,Public Garage
705,A - New/Used Vehicle Sales,U-HAUL CO. (CANADA) LTD.,2275 BARTON ST E  HAMILTON ON,2022/11/01 00:00:00+00,14 138458 07 1R,Public Garage
706,B2 - Motor Repair,ULTRA-TECH AUTOMOTIVE LTD.,221 GAGE AVE N  HAMILTON ON,2022/11/13 12:00:40+00,19 296948 02 1R,Public Garage
707,B1 - Body Shop/Motor Repair,UNIQUE AUTOMOTIVE SERVICE,45 LANCING DR  HAMILTON ON,2022/08/30 11:04:42+00,16 291221 05 1R,Public Garage
708,A - New/Used Vehicle Sales,UNIVERSAL KINGDOM TOWING INC.,350 SHERMAN AVE N  HAMILTON ON,2022/09/20 00:00:00+00,14 284372 07 1R,Public Garage
709,B2 - Motor Repair,UPPER JAMES AUTOPRO INC.,1259 UPPER JAMES ST  HAMILTON ON,2022/10/22 15:07:52+00,19 296329 02 1R,Public Garage
710,Multiple Use Garage,UPPER JAMES TOYOTA (PARKWAY TOYOTA LTD),999 UPPER JAMES ST  HAMILTON ON,2022/08/13 00:00:00+00,15 124354 07 1R,Public Garage
711,B2 - Motor Repair,USTAD KAR KARE INC,1124 RYMAL RD E  HAMILTON ON,2022/03/06 00:00:00+00,15 285945 06 1R,Public Garage
712,B2 - Motor Repair,VANPARK IMPORTED AUTOMOBILES INC O/A HAMILTON HYUNDAI,1815 BARTON ST E  HAMILTON ON,2022/08/20 16:48:48+00,20 297899 01 1R,Public Garage
713,Multiple Use Garage,VANPARK IMPORTED AUTOMOBILES INC.,324 PARKDALE AVE N  HAMILTON ON,2022/05/02 09:58:02+00,15 124392 07 1R,Public Garage
714,A - New/Used Vehicle Sales,VICTOR'S AUTO SALES,325 MILLEN RD  STONEY CREEK ON,2022/09/17 00:00:00+00,14 283425 07 1R,Public Garage
715,B2 - Motor Repair,WAJAX GP HOLDINGS INC.,254 SOUTH SERVICE RD  STONEY CREEK ON,2022/02/08 08:56:32+00,16 291839 04 1R,Public Garage
716,Multiple Use Garage,WALTER'S AUTO REPAIR,259 LAKE AVE N  HAMILTON ON,2022/04/08 00:00:00+00,14 157309 07 1R,Public Garage
717,Multiple Use Garage,WASTE CONNECTIONS OF CANADA INC ,500 RENNIE ST  HAMILTON ON,2022/04/18 00:00:00+00,15 284006 06 1R,Public Garage
718,B1 - Body Shop/Motor Repair,WATERDOWN COLLISION & PAINT SERVICE,24 DUNDAS ST E  FLAMBOROUGH ON,2022/10/04 00:00:00+00,14 172118 07 1R,Public Garage
719,A - New/Used Vehicle Sales,WATERDOWN TOWING INC.,24 DUNDAS ST E  FLAMBOROUGH ON,2022/08/21 00:00:00+00,14 189516 07 1R,Public Garage
720,A - New/Used Vehicle Sales,WAYNE'S AUTO WORLD,1 PARKDALE AVE S  HAMILTON ON,2022/08/14 00:00:00+00,14 129277 07 1R,Public Garage
721,B2 - Motor Repair,WENTWORTH AUTO SALES & SERVICES,395 WENTWORTH ST N  HAMILTON ON,2022/03/08 00:00:00+00,14 282347 06 1R,Public Garage
722,B1 - Body Shop/Motor Repair,WENTWORTH COLLISION (1999)LTD O/A FIX AUTO HAMILTON CENTRE,544 WENTWORTH ST N  HAMILTON ON L8L 5X3,2023/01/31 00:00:00+00,19 297127 02 1R,Public Garage
723,B2 - Motor Repair,WEST VALLEY AUTOMOTIVE 08,62 HEAD ST  DUNDAS ON,2022/07/30 00:00:00+00,14 277242 07 1R,Public Garage
724,B2 - Motor Repair,WESTERN DIESEL SERVICES INC.,2563 BARTON ST E  HAMILTON ON,2022/04/03 15:14:28+00,18 293858 03 1R,Public Garage
725,B2 - Motor Repair,WESTMOUNT AUTO SERVICE CENTRE INC,440 MOHAWK RD W  HAMILTON ON L9C 1X4,2022/05/29 11:08:58+00,18 294022 03 1R,Public Garage
726,A - New/Used Vehicle Sales,"WILLIAM WEREHA, NICHOLAS WEREHA AUTO-SAVE GROUP",1945 KING ST E  HAMILTON ON,2022/11/14 12:04:44+00,19 297085 02 1R,Public Garage
727,B2 - Motor Repair,WK AUTOMOTIVE INC.,70 NEBO RD  HAMILTON ON,2022/02/28 09:58:58+00,19 295569 02 1R,Public Garage
728,B2 - Motor Repair,YAMYM LUBE INC. o/a TAMYM TIRE AND AUTO CENTRE,954 KING ST E  HAMILTON ON,2022/09/22 11:28:05+00,17 292951 04 1R,Public Garage
729,Multiple Use Garage,YANNIS AUTOS,18 ADAMS ST  HAMILTON ON,2022/12/12 00:00:00+00,14 139575 07 1R,Public Garage
730,A - New/Used Vehicle Sales,YAVER'S AUTO,2289 BARTON ST E  HAMILTON ON,2022/06/02 10:18:22+00,21 299126 00 1R,Public Garage
731,Multiple Use Garage,YOGI'S AUTO CENTRE,1952 KING ST E  HAMILTON ON,2022/04/16 00:00:00+00,16 129810 06 1R,Public Garage
732,Multiple Use Garage,ZAGROS AUTO CENTER INC.,289 CANNON ST E  HAMILTON ON,2022/07/13 00:00:00+00,15 287822 06 1R,Public Garage
733,A - New/Used Vehicle Sales,ZEN'S AUTO SALE INC.,74 KENILWORTH AVE N  HAMILTON ON,2022/07/14 11:27:28+00,16 291299 05 1R,Public Garage
734,B2 - Motor Repair,ZIGGY'S AUTO SERVICE,2318 WILSON ST W  ANCASTER ON,2022/09/27 00:00:00+00,14 179340 07 1R,Public Garage
735,B2 - Motor Repair,ZORO DISCOUNT MUFFLER,130 CENTENNIAL PKWY N  HAMILTON ON,2022/06/05 00:00:00+00,15 124394 07 1R,Public Garage
736,B2 - Motor Repair,ZOROTECH INC.,339 FRUITLAND RD  STONEY CREEK ON,2022/07/12 00:00:00+00,14 280184 07 1R,Public Garage
737,,,,,,
738,,,,,,
739,,,,,,
740,,,,,,
741,,,,,,
742,,,,,,
743,,,,,,
744,,,,,,
745,,,,,,
746,,,,,,
747,,,,,,
748,,,,,,
749,,,,,,
750,,,,,,
751,,,,,,
752,,,,,,
753,,,,,,
754,,,,,,
755,,,,,,
756,,,,,,
757,,,,,,
758,,,,,,
759,,,,,,
760,,,,,,
761,,,,,,
762,,,,,,
763,,,,,,
764,,,,,,
765,,,,,,
766,,,,,,
767,,,,,,
768,,,,,,
769,,,,,,
770,,,,,,
771,,,,,,
772,,,,,,
773,,,,,,
774,,,,,,
775,,,,,,
776,,,,,,
777,,,,,,
778,,,,,,
779,,,,,,
780,,,,,,
781,,,,,,
782,,,,,,
783,,,,,,
784,,,,,,
785,,,,,,
786,,,,,,
787,,,,,,
788,,,,,,
789,,,,,,
790,,,,,,
791,,,,,,
792,,,,,,
793,,,,,,
794,,,,,,
795,,,,,,
796,,,,,,
797,,,,,,
798,,,,,,
799,,,,,,
800,,,,,,
801,,,,,,
802,,,,,,
803,,,,,,
804,,,,,,
805,,,,,,
806,,,,,,
807,,,,,,
808,,,,,,
809,,,,,,
810,,,,,,
811,,,,,,
812,,,,,,
813,,,,,,
814,,,,,,
815,,,,,,
816,,,,,,
817,,,,,,
818,,,,,,
819,,,,,,
820,,,,,,
821,,,,,,
822,,,,,,
823,,,,,,
824,,,,,,
825,,,,,,
826,,,,,,
827,,,,,,
828,,,,,,
829,,,,,,
830,,,,,,
831,,,,,,
832,,,,,,
833,,,,,,
834,,,,,,
835,,,,,,
836,,,,,,
837,,,,,,
838,,,,,,
839,,,,,,
840,,,,,,
841,,,,,,
842,,,,,,
843,,,,,,
844,,,,,,
845,,,,,,
846,,,,,,
847,,,,,,
848,,,,,,
849,,,,,,
850,,,,,,
851,,,,,,
852,,,,,,
853,,,,,,
854,,,,,,
855,,,,,,
856,,,,,,
857,,,,,,
858,,,,,,
859,,,,,,
860,,,,,,
861,,,,,,
862,,,,,,
863,,,,,,
864,,,,,,
865,,,,,,
866,,,,,,
867,,,,,,
868,,,,,,
869,,,,,,
870,,,,,,
871,,,,,,
872,,,,,,
873,,,,,,
874,,,,,,
875,,,,,,
876,,,,,,
877,,,,,,
878,,,,,,
879,,,,,,
880,,,,,,
881,,,,,,
882,,,,,,
883,,,,,,
884,,,,,,
885,,,,,,
886,,,,,,
887,,,,,,
888,,,,,,
889,,,,,,
890,,,,,,
891,,,,,,
892,,,,,,
893,,,,,,
894,,,,,,
895,,,,,,
896,,,,,,
897,,,,,,
898,,,,,,
899,,,,,,
900,,,,,,
901,,,,,,
902,,,,,,
903,,,,,,
904,,,,,,
905,,,,,,
906,,,,,,
907,,,,,,
908,,,,,,
909,,,,,,
910,,,,,,
911,,,,,,
912,,,,,,
913,,,,,,
914,,,,,,
915,,,,,,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,,,,,,
922,,,,,,
923,,,,,,
924,,,,,,
925,,,,,,
926,,,,,,
927,,,,,,
928,,,,,,
929,,,,,,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,,,,,,
959,,,,,,
960,,,,,,
961,,,,,,
962,,,,,,
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,,,,,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
