OBJECTID,Fax_Number,City,Province,Geo_X,Geo_Y,Business_Id,Business_Name,Site_Postal_Code,Created_Date,Updated_Date,NAICSCode,NAICSCode_Desc,Telephone_Number,Web_Address,Mailing_Address1,Mailing_Address2,Mailing_City,Mailing_Province,Mailing_Country,Mailing_Postal_Code,Unit_Number,Business_Description,Street_Number,Street_Name,Street_Type,Street_Direction,Municipality,geometry,lon,lat
39273,9054369165,Oshawa,Ontario,675495.33,4862027.69,4776,Fabricland,L1H8P4,2019-07-04,2019-07-04,451130.0,"Sewing, needlework and piece goods stores",9054367589,www.fabricland.ca,,,,,,L1H8P4,23,Retail. Fashion Fabric Distributor.,600,Grandview,Street,South,Oshawa,POINT (-78.81510929484718 43.89046512124357),-78.81510929484718,43.89046512124357
39274,,Oshawa,Ontario,675495.33,4862027.69,47799,Desjardins Voyageurs Credit Union,L1H8P4,2019-07-04,2019-07-04,522111.0,Personal and commercial banking industry,9054327336,www.desjardinsins.com,,,,,,L1H3Z7,18,Personal banking services.,600,Grandview,Street,South,Oshawa,POINT (-78.81510929484718 43.89046512124357),-78.81510929484718,43.89046512124357
39275,9057202879,Oshawa,Ontario,675495.33,4862027.69,4779,Grandview Bloor Animal Clinic,L1H8P4,2019-07-04,2019-07-04,541920.0,Photographic services,9057204888,www.grandviewblooranimalclinic.com,,,,,,L1H8P4,2,Animal clinic.,600,Grandview,Street,South,Oshawa,POINT (-78.81510929484718 43.89046512124357),-78.81510929484718,43.89046512124357
39276,,Oshawa,Ontario,675495.33,4862027.69,4775,Kings Oshawa Buffet,L1H8P4,2019-07-04,2019-07-18,722511.0,Full-service restaurants,9054327520,www.kingsoshawabuffet.ca,,,,,,L1H8P4,4-5,Full service restaurant: Buffet and banquet hall.,600,Grandview,Street,South,Oshawa,POINT (-78.81510929484718 43.89046512124357),-78.81510929484718,43.89046512124357
39277,,Oshawa,Ontario,675495.33,4862027.69,159682,Home Hardware,L1H8P4,2019-07-04,2019-07-05,444110.0,Home centres,9054334663,www.homehardware.ca,,,,,,L1H8P4,7-12,"Home, hardware and outdoor retail.",600,Grandview,Street,South,Oshawa,POINT (-78.81510929484718 43.89046512124357),-78.81510929484718,43.89046512124357
39278,9055715437,Oshawa,Ontario,671250.6,4860691.58,4653,Woodland Homes - The Foley Group,L1H7K8,2019-07-04,2019-07-09,561110.0,Office administrative services,9057231191,woodlanddurham.com,,,,,,L1H7K8,,Builders and rental properties office administration.,319,College,Avenue,,Oshawa,POINT (-78.86834789287352 43.87944151050294),-78.86834789287352,43.87944151050294
39279,,Oshawa,Ontario,670458.46,4861428.67,541290,Eastside Mario's,L1J1Z4,2019-07-04,2019-07-04,722511.0,Full-service restaurants,2893161899,www.eastsidemarios.ca,,,,,,,,Italian restaurant.,471,Gibb,Street,,Oshawa,POINT (-78.87796590760564 43.886256950855305),-78.87796590760564,43.886256950855305
39280,9057289440,Oshawa,Ontario,670563.42,4861402.16,4749,Canadian Tire,L1J1Z4,2019-07-04,2019-07-04,452110.0,Department stores,9057286272,www.canadiantire.ca,,,,,,L1J1Z4,,Home and automotive supply store.,441,Gibb,Street,,Oshawa,POINT (-78.8766686251408 43.885994161183405),-78.8766686251408,43.885994161183405
39281,,Oshawa,Ontario,670367.04,4861402.1,535306,The Ten Spot,,2019-07-04,2019-07-04,,,9054346800,www.thetenspot.com,,,,,,,1,Closed,491,Gibb,Street,,Oshawa,POINT (-78.87911170918238 43.88603901031438),-78.87911170918238,43.88603901031438
39282,,Oshawa,Ontario,670367.04,4861402.1,541289,Sherwin-Williams Paints,L1J1Z4,2019-07-04,2019-07-04,444120.0,Paint and wallpaper stores,9054368860,www.sherwinwilliams.com,,,,,,,4,Paint store.,491,Gibb,Street,,Oshawa,POINT (-78.87911170918238 43.88603901031438),-78.87911170918238,43.88603901031438
39283,,Oshawa,Ontario,670712.72,4860892.26,39941,Optimist Club of Oshawa,L1J6L9,2019-07-04,2019-07-04,813410.0,Civic and social organizations,2894821450,,,,,,,L1J6L9,,"The Optimist club of Oshawa is a nonprofit organization that was founded in 1982, with the vision of helping the youth in our community.",475,Salisbury,Drive,,Oshawa,POINT (-78.87497442643638 43.88137179639997),-78.87497442643638,43.88137179639997
39284,,Oshawa,Ontario,670712.6257,4860892.2069,602975,Isla Skye Dance Academy,L1J6L9,2019-07-04,2019-07-09,611610.0,Fine arts schools,9054428660,,,,,,,,,Dance academy/studio.,475,Salisbury,Street,,Oshawa,POINT (-78.87497561647146 43.88137134045632),-78.87497561647146,43.88137134045632
39285,,Oshawa,Ontario,670928.63,4860970.52,4838,Paroisse Assomption Notre Dame,L1J6L7,2019-07-04,2019-07-04,813110.0,Religious organizations,9055761706,www.assomptiondend.archtoronto.org,,,,,,L1J6L7,,Roman Catholic church and hall.,384,Hillside,Avenue,,Oshawa,POINT (-78.87226354425678 43.8820259405441),-78.87226354425678,43.8820259405441
39286,,Oshawa,Ontario,670417.2,4862367.54,5125,Dines Family Restaurant,L1J2J9,2019-07-04,2019-07-04,722511.0,Full-service restaurants,9057235951,www.dinesrestaurant.com,,,,,,L1J2J9,1,Full service restaurant.,400,King,Street,West,Oshawa,POINT (-78.87817918838871 43.894713972032804),-78.87817918838871,43.894713972032804
39287,,Oshawa,Ontario,670417.2,4862367.54,5124,Centre Food Mart,L1J2J9,2019-07-04,2019-07-04,445120.0,Convenience stores,9055797609,,,,,,,L1J2J9,3,Convenience store.,400,King,Street,West,Oshawa,POINT (-78.87817918838871 43.894713972032804),-78.87817918838871,43.894713972032804
39288,,Oshawa,Ontario,670417.2,4862367.54,39783,C&S Drycleaning & Alterations,L1J2J9,2019-07-04,2019-07-04,812320.0,Dry cleaning and laundry services (except coin-operated),9057202528,,,,,,,L1J2J9,5,Primarily drycleaning and alterations.,400,King,Street,West,Oshawa,POINT (-78.87817918838871 43.894713972032804),-78.87817918838871,43.894713972032804
39289,,Oshawa,Ontario,670417.2,4862367.54,5131,Fantastic Tan,L1J2J9,2019-07-04,2019-07-04,812190.0,Other personal care services,9054321506,,,,,,,L1J2J9,8,Operates a tanning salon.,400,King,Street,West,Oshawa,POINT (-78.87817918838871 43.894713972032804),-78.87817918838871,43.894713972032804
39290,,Oshawa,Ontario,670322.5,4862316.03,159806,Pay2Day,L1J2K8,2019-07-04,2019-07-05,526914.0,Money market funds,9052408988,www.pay2day.ca,,,,,,L1J2K8,2,Short term loans,420,King,Street,West,Oshawa,POINT (-78.87937393013385 43.894272392857125),-78.87937393013385,43.894272392857125
39291,,Oshawa,Ontario,670322.5,4862316.03,5303,Valdi's Jewellery Shop,L1J2K8,2019-07-04,2019-07-18,448310.0,Jewellery stores,9054380528,,,,,,,L1J2K8,3,Jewellery store.,420,King,Street,West,Oshawa,POINT (-78.87937393013385 43.894272392857125),-78.87937393013385,43.894272392857125
39292,,Oshawa,Ontario,670029.53,4862229.78,5322,Shell,L1J2K9,2019-07-05,2019-07-05,447110.0,Gasoline stations with convenience stores,9057285550,www.shell.ca,,,,,,L1J2K9,,Gasoline centre with convenience store.,520,King,Street,West,Oshawa,POINT (-78.88304663945418 43.893563974560905),-78.88304663945418,43.893563974560905
39293,9054360820,Oshawa,Ontario,670079.54,4862246.56,5317,Luigi's Furniture Ltd,L1J2K9,2019-07-05,2019-07-05,442110.0,Furniture stores,9054360860,www.luigisfurniture.com,,,,,,L1J2K9,12,Sales - mattresses and furniture,500,King,Street,West,Oshawa,POINT (-78.88241905741954 43.893703419077816),-78.88241905741954,43.893703419077816
39294,9054343938,Oshawa,Ontario,670079.54,4862246.56,5315,Dr. Michael Bryant - Optometrist,L1J2K9,2019-07-05,2019-07-05,621320.0,Offices of optometrists,9054343937,www.drmichaelbryant.com,,,,,,L1J2K9,10,Optometrist's office.,500,King,Street,West,Oshawa,POINT (-78.88241905741954 43.893703419077816),-78.88241905741954,43.893703419077816
39295,9057202974,Oshawa,Ontario,670079.54,4862246.56,5318,OPSEU - Oshawa Regional Office,L1H2K9,2019-07-05,2019-07-09,913910.0,"Other local, municipal and regional public administration",8447651412,www.opseu.org,,,,,,L1H2K9,6,Regional office for Ontario Public Service Employee's Union.,500,King,Street,West,Oshawa,POINT (-78.88241905741954 43.893703419077816),-78.88241905741954,43.893703419077816
39296,9055795638,Oshawa,Ontario,670172.31,4862273.5,5312,Listen Up Canada,L1J2K9,2019-07-05,2019-07-05,621340.0,"Offices of physical, occupational, and speech therapists and audiologists",9054387997,www.listenupcanada.com,,,,,,,5,Hearing healthcare centre.,470,King,Street,West,Oshawa,POINT (-78.88125620350306 43.893924407328115),-78.88125620350306,43.893924407328115
39297,,Oshawa,Ontario,670300.14,4862305.56,5304,Money Mart,L1J2K8,2019-07-05,2019-07-05,522291.0,Consumer lending,9057281076,www.moneymart.ca,,,,,,L1J2K8,,short term loans centre.,428,King,Street,West,Oshawa,POINT (-78.87965548242671 43.89418335382017),-78.87965548242671,43.89418335382017
39298,,Oshawa,Ontario,670322.5,4862316.03,461338,Life Transitioning Counselling,L1J2K8,2019-07-05,2019-07-05,621330.0,Offices of mental health practitioners (except physicians),9057495625,www.lifetransitioningcounselling.ca,,,,,,,201,Counselling services.,420,King,Street,West,Oshawa,POINT (-78.87937393013385 43.894272392857125),-78.87937393013385,43.894272392857125
39299,,Oshawa,Ontario,670353.61,4862346.14,316927,Sutton Group Heritage Reality,L1N5G8,2019-07-05,2019-07-05,531210.0,Offices of Real Estate Agents and Brokers,9054360990,www.sutton.com,,,,,,,,Reality agency office.,14,Gibbons,Street,,Oshawa,POINT (-78.87897723248092 43.89453612052302),-78.87897723248092,43.89453612052302
39300,,Oshawa,Ontario,670334.91,4862370.24,39884,Your Smile Dental Care,L1J4X7,2019-07-05,2019-07-05,621210.0,Offices of dentists,9055764537,,,,,,,L1J4X7,,Dentist office and dental care.,26,Gibbons,Street,,Oshawa,POINT (-78.87920220403248 43.8947572806377),-78.87920220403248,43.8947572806377
39301,9055797667,Oshawa,Ontario,670157.8,4862313.07,230873,MNP Accounting,L1J2M2,2019-07-05,2019-07-25,541219.0,Other Accounting Services,9055796245,www.mnp.ca,,,,,,,7,Accounting/consulting firm.,475,Bond,Street,West,Oshawa,POINT (-78.88142411168242 43.89428378772546),-78.88142411168242,43.89428378772546
39302,,Oshawa,Ontario,670157.8,4862313.07,4500,Care Partners / Alternate Care Setting,L1J2M2,2019-07-05,2019-07-05,621494.0,Community health centres,8008197301,,,,,,,L1J2M2,2&4,Alternate care for elderly and safe needle injection for elderly.,475,Bond,Street,West,Oshawa,POINT (-78.88142411168242 43.89428378772546),-78.88142411168242,43.89428378772546
39303,9055769154,Oshawa,Ontario,670057.14,4862277.44,4506,Freeman & Laurenco - Chartered Accountants,L1J2M2,2019-07-05,2019-07-05,541212.0,Offices of accountants,9055764619,www.freemanlaurenco.ca,,,,,,L1J2M2,,Chartered professional accountant.,511,Bond,Street,West,Oshawa,POINT (-78.8826879126691 43.89398642921671),-78.8826879126691,43.89398642921671
39304,,Oshawa,Ontario,670456.41,4862368.98,232919,Cash Express,L1J2J9,2019-07-05,2019-07-05,522310.0,Mortgage and non-mortgage loan brokers,9054042274,,,,,,,,102,Short term loans and currency exchange,378,King,Street,West,Oshawa,POINT (-78.87769086516384 43.89471786465834),-78.87769086516384,43.89471786465834
39305,,Oshawa,Ontario,670482.62,4862414.69,603007,Intrepid Medical Centre & Pharmacy,L1J3R7,2019-07-05,2019-07-25,446110.0,Pharmacies and drug stores,9052404678,www.intrepidpharmacy.com,,,,,,,500,Pharmacy and medical clinic.,379,Bond,Street,West,Oshawa,POINT (-78.87735013675295 43.895123080118175),-78.87735013675295,43.895123080118175
39306,,Oshawa,Ontario,670456.41,4862368.98,163142,RGIS,L1J2J9,2019-07-05,2019-07-05,541619.0,Other management consulting services,9055717807,www.rgis.ca,,,,,,,201,Inventory specialist services.,378,King,Street,West,Oshawa,POINT (-78.87769086516384 43.89471786465834),-78.87769086516384,43.89471786465834
39307,9057218564,Oshawa,Ontario,670485.3,4862377.05,5106,Cardiac Rehab-Heart Care,L1J2J9,2019-07-05,2019-07-05,621110.0,Offices of physicians,9057211999,www.heartcarecanada.com,,,,,,L1J2J9,101,Heart and medical centre.,372,King,Street,West,Oshawa,POINT (-78.87732882660733 43.89478379487847),-78.87732882660733,43.89478379487847
39308,9055799418,Oshawa,Ontario,670508.2,4862389.68,5096,Assante Financial Management,L1J2L7,2019-07-05,2019-08-28,523930.0,Investment advice,9055797777,www.derekdutka.com,,,,,,L1J2L7,104,Financial planning and wealth management.,360,King,Street,West,Oshawa,POINT (-78.87703985858629 43.894892137741266),-78.87703985858629,43.894892137741266
39309,,Oshawa,Ontario,670508.2,4862389.68,157847,The Bisland Dance Centre Inc.,L1J2J9,2019-07-05,2019-07-09,611610.0,Fine arts schools,9054933550,www.reallydance.com,,,,,,L1H3Z7,Lower,Dance studio.,360,King,Street,West,Oshawa,POINT (-78.87703985858629 43.894892137741266),-78.87703985858629,43.894892137741266
39310,,Oshawa,Ontario,670577.93,4862420.9,5086,Burger King,L1J2J9,2019-07-05,2019-07-05,722512.0,Limited-service eating places,9055712334,www.burgerking.ca,,,,,,L1J2J9,,"Fast-food, limited service.",338,King,Street,West,Oshawa,POINT (-78.87616226661277 43.89515691029368),-78.87616226661277,43.89515691029368
39311,,Oshawa,Ontario,670550.65,4862398.8,232930,Royal Heritage Realty Inc.,L1H1C2,2019-07-05,2019-07-05,531210.0,Offices of Real Estate Agents and Brokers,9057234800,www.royalheritagerealty.com,,,,,,,,Realtor agency.,342,King,Street,West,Oshawa,POINT (-78.87650876422168 43.89496437670213),-78.87650876422168,43.89496437670213
39312,,Oshawa,Ontario,670550.65,4862398.8,603018,The Mortgage Centre,,2019-07-05,2019-07-09,522310.0,Mortgage and non-mortgage loan brokers,9059998138,www.davidimler.com,,,,,,,205,Lending and financial services.,342,King,Street,West,Oshawa,POINT (-78.87650876422168 43.89496437670213),-78.87650876422168,43.89496437670213
39313,,Oshawa,Ontario,670577.93,4862420.9,5087,Tim Hortons,L1J2J9,2019-07-05,2019-07-05,722512.0,Limited-service eating places,9054328810,www.timhortons.com,,,,,,L1J2J9,,Fast casual restaurant. Coffee and doughnuts,338,King,Street,West,Oshawa,POINT (-78.87616226661277 43.89515691029368),-78.87616226661277,43.89515691029368
39314,9058495545,Oshawa,Ontario,670650.67,4862359.26,5078,Wendy's,L1J2J8,2019-07-05,2019-07-10,722511.0,Full-service restaurants,9054380001,www.wendys.ca,,,,,,L1J2J8,,Fast food restaurant.,323,King,Street,West,Oshawa,POINT (-78.87527693635535 43.894585473391935),-78.87527693635535,43.894585473391935
39315,9054346120,Oshawa,Ontario,670678.16,4862365.45,5075,Red Lobster,L1J2J8,2019-07-05,2019-07-10,722511.0,Full-service restaurants,9054341143,www.redlobster.com,,,,,,L1J2J8,,"Full service, dining restaurant",311,King,Street,West,Oshawa,POINT (-78.87493291721925 43.89463480474768),-78.87493291721925,43.89463480474768
39316,,Oshawa,Ontario,670348.61,4861899.05,5195,H&M,L1J2K5,2019-07-08,2019-07-08,448140.0,Family clothing stores,9055712473,www.hm.com,,,,,,L1J2K5,4008,Clothing retail.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39317,,Oshawa,Ontario,670348.61,4861899.05,481749,Browns,L1J2K5,2019-07-08,2019-07-08,448210.0,Shoe stores,9054359934,www.brownsshoes.com,,,,,,,4327,Shoe store.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39318,,Oshawa,Ontario,670348.61,4861899.05,481748,Davids Tea,L1J2K5,2019-07-08,2019-07-08,445299.0,All other specialty food stores,9054346006,www.davidstea.com,,,,,,,4042,Specialty teas and accessories.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39319,,Oshawa,Ontario,670348.61,4861899.05,5288,GUESS,L1J2K5,2019-07-08,2019-07-08,448150.0,Clothing accessories stores,9057661281,www.guess.com,,,,,,L1J2K5,4300,Apparel and accessories for men women and children.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39320,,Oshawa,Ontario,670348.61,4861899.05,5254,Garage Clothing Co,L1J2K5,2019-07-08,2019-07-08,448120.0,Women's clothing stores,9057430618,www.shopgarageonline.com,,,,,,L1J2K5,4280,Women's clothing store.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39321,,Oshawa,Ontario,670348.61,4861899.05,455083,RW & CO.,,2019-07-08,2019-07-08,448140.0,Family clothing stores,9055790167,www.rw-co.com,,,,,,,4270,Clothing store.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39322,,Oshawa,Ontario,670348.61,4861899.05,5274,Reitmans,L1J2K5,2019-07-08,2019-07-08,448199.0,All other clothing stores,9057254361,www.reitmans.com,,,,,,L1J2K5,2526,Women's career and casual fashions.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39323,,Oshawa,Ontario,670348.61,4861899.05,476844,Geox,L1J2K5,2019-07-08,2019-07-08,448210.0,Shoe stores,9057284369,www.geox.com,,,,,,,4250,Clothing and shoe retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39324,,Oshawa,Ontario,670348.61,4861899.05,541117,Anna Bella,L1J2K5,2019-07-08,2019-08-28,448120.0,Women's clothing stores,9057288882,www.annabella.ca,,,,,,,,Womens fashion retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39325,,Oshawa,Ontario,670348.61,4861899.05,494753,Resveralife,,2019-07-08,2019-07-08,446120.0,"Cosmetics, beauty supplies and perfume stores",9052405800,www.resveralife.com,,,,,,,4052,Natural beauty products.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39326,,Oshawa,Ontario,670348.61,4861899.05,5200,Call It Spring,L1J2K5,2019-07-08,2019-07-08,448210.0,Shoe stores,9054322606,www.callitspring.com,,,,,,L1J2K5,4245,Shoe and accessory sales.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39327,,Oshawa,Ontario,670348.61,4861899.05,494751,Yankee Candle,,2019-07-08,2019-07-08,453999.0,All other miscellaneous store retailers (except beer and wine-making supplies stores),9057201400,www.yankeecandle.com,,,,,,,4241,Candle store.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39328,,Oshawa,Ontario,670348.61,4861899.05,5169,Hallmark Card Shop,L1J2K5,2019-07-08,2019-07-08,453220.0,"Gift, novelty and souvenir stores",9057238721,www.hallmark.com,,,,,,L1J2K5,4240,Card and gift store.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39329,,Oshawa,Ontario,670348.61,4861899.05,468737,Bikini Village,L1J2K5,2019-07-08,2019-07-08,448190.0,Other Clothing Stores,9057285094,www.bikinivillage.com,,,,,,,4237,Swimsuits and cover-ups retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39330,,Oshawa,Ontario,670348.61,4861899.05,5284,Foot Locker,L1J2K5,2019-07-08,2019-07-08,448210.0,Shoe stores,9054430181,www.footlocker.ca,,,,,,L1J2K5,4065,"Retail, footwear and athletic accessories.",419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39331,,Oshawa,Ontario,670348.61,4861899.05,481745,Spencer's,L1J2K5,2019-07-08,2019-07-08,451120.0,"Hobby, toy and game stores",9057219151,www.spencersonline.com,,,,,,,4232,Clothing and novelties.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39332,,Oshawa,Ontario,670348.61,4861899.05,5253,Journeys,L1J2K5,2019-07-08,2019-07-08,448210.0,Shoe stores,9057209915,www.journeys.ca,,,,,,L1J2K5,4225,Retail of shoes and other accessories.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39333,,Oshawa,Ontario,670348.61,4861899.05,455079,Mountain Warehouse,,2019-07-08,2019-07-08,448140.0,Family clothing stores,9057250300,www.mountainwarehouse.com,,,,,,,4072,Outdoor Clothing Store,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39334,,Oshawa,Ontario,670348.61,4861899.05,455080,WLKN,,2019-07-08,2019-07-08,448140.0,Family clothing stores,9057258282,www.wlknstore.com,,,,,,,4220,Streetwear apparel store.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39335,,Oshawa,Ontario,670348.61,4861899.05,5279,Stitch-It,L1J2K5,2019-07-08,2019-07-08,811490.0,Other personal and household goods repair and maintenance,9057210669,www.stitchit.com,,,,,,L1J2K5,4077,Clothing alterations.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39336,,Oshawa,Ontario,670348.61,4861899.05,5264,Naturalizer,L1J2K5,2019-07-08,2019-07-08,448210.0,Shoe stores,9057201110,www.naturalizer.ca,,,,,,,75,"Women's shoes, retail.",419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39337,,Oshawa,Ontario,670348.61,4861899.05,492799,Laura Secord,L1J2K5,2019-07-08,2019-07-08,445292.0,Confectionery and nut stores,9052337500,www.laurasecord.ca,,,,,,,4218,Chocolatier & ice cream parlor.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39338,,Oshawa,Ontario,670348.61,4861899.05,494749,Chatters,,2019-07-08,2019-07-08,812112.0,Beauty Salons,9057280192,www.chatters.ca,,,,,,,4087,"Hair, beauty, salon.",419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39339,,Oshawa,Ontario,670348.61,4861899.05,476840,Ecko Unltd.,L1J2K5,2019-07-08,2019-07-08,448110.0,Men's clothing stores,9054344084,www.ecko.com,,,,,,,4215,Clothing retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39340,,Oshawa,Ontario,670348.61,4861899.05,5138,Lids,L1J2K5,2019-07-08,2019-07-08,448150.0,Clothing accessories stores,9057219229,www.lids.ca,,,,,,L1J2K5,4089,"Hat, sports apparel retail.",419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39341,,Oshawa,Ontario,670348.61,4861899.05,5176,Dairy Queen / Orange Julius,L1J2K5,2019-07-08,2019-07-08,722512.0,Limited-service eating places,9057232556,www.dairyqueen.com,,,,,,L1J2K5,K11,Juice and ice cream stall.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39342,,Oshawa,Ontario,670348.61,4861899.05,494747,Forever 21,,2019-07-08,2019-07-08,448140.0,Family clothing stores,9055791264,www.forever21.ca,,,,,,,4105,Retail of men and women's clothing.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39343,,Oshawa,Ontario,670348.61,4861899.05,537387,Toys Toys Toys,L1N2K5,2019-07-08,2019-07-08,451120.0,"Hobby, toy and game stores",9054342888,www.toyscubed.com,,,,,,,,Toy retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39344,,Oshawa,Ontario,670348.61,4861899.05,492797,Adore,L1J2K5,2019-07-08,2019-07-08,446120.0,"Cosmetics, beauty supplies and perfume stores",9055762262,www.adorecosmetics.com,,,,,,,4204,Makeup and skincare boutique.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39345,,Oshawa,Ontario,670348.61,4861899.05,5188,The Source,L1J2K5,2019-07-08,2019-07-08,443143.0,"Appliance, television and other electronics stores",9055768952,www.thesource.ca,,,,,,L1J2K5,4114,Electronics retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39346,,Oshawa,Ontario,670348.61,4861899.05,5185,Telus,L1J2K5,2019-07-08,2019-07-08,443143.0,"Appliance, television and other electronics stores",9054381101,www.telusmobility.com,,,,,,L1J2K5,4115,Mobile communications provider and retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39347,,Oshawa,Ontario,670348.61,4861899.05,476837,Fonelab,L1J2K5,2019-07-08,2019-07-08,443143.0,"Appliance, television and other electronics stores",9054342349,fonelab.ca,,,,,,,4120,Phone sales and repairs.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39348,,Oshawa,Ontario,670348.61,4861899.05,455077,Perfumes 4U,,2019-07-08,2019-07-08,446120.0,"Cosmetics, beauty supplies and perfume stores",9057211800,perfumes4u.com,,,,,,,4121,Perfume retailer.,419,King,Street,West,Oshawa,POINT (-78.87918226923033 43.89051458121729),-78.87918226923033,43.89051458121729
39349,9057237688,Oshawa,Ontario,670601.41,4862346.68,5085,Schofield-Aker Insurance,L1J2J8,2019-07-10,2019-07-10,524210.0,Insurance agencies and brokerages,9057232265,www.schofieldaker.com,,,,,,L1J2J8,,Insurance and brokerage firm.,337,King,Street,West,Oshawa,POINT (-78.87589386739086 43.89448368456274),-78.87589386739086,43.89448368456274
39350,,Oshawa,Ontario,670601.41,4862346.68,143650,Alary Technologies,L1N2J8,2019-07-10,2019-07-10,811210.0,Electronic and precision equipment repair and maintenance,6473171545,www.alarytech.ca,,,,,,L1N2J8,,Apple products repairs.,337,King,Street,West,Oshawa,POINT (-78.87589386739086 43.89448368456274),-78.87589386739086,43.89448368456274
39351,9057289725,Oshawa,Ontario,670628.85,4862439.65,5077,Auto Workers Community Credit Union,L1H7L1,2019-07-10,2019-08-28,522130.0,Local credit unions,8002688771,www.awccu.com,,,,,,L1H7L1,,"Financial services, mortages, loans, banking services",322,King,Street,West,Oshawa,POINT (-78.87552270002942 43.895313830718386),-78.87552270002942,43.895313830718386
39352,,Oshawa,Ontario,670664.51,4862444.81,232934,Lilly Optical Designer Eyewear,L1J1J9,2019-07-10,2019-07-10,453998.0,All Other Miscellaneous Store Retailers (except Tobacco Stores),9054348279,,,,,,,,,Designer eyewear retail.,306,King,Street,West,Oshawa,POINT (-78.87507735197039 43.89535200423415),-78.87507735197039,43.89535200423415
39353,,Oshawa,Ontario,670669.71,4862481.56,39813,Dr. J. Cha,L1J2K1,2019-07-10,2019-07-10,621210.0,Offices of dentists,9057258632,,,,,,,L1J2K1,203,Internal medicine and cardiology.,300,King,Street,West,Oshawa,POINT (-78.87500088747656 43.895681457810355),-78.87500088747656,43.895681457810355
39354,,Oshawa,Ontario,670699.76,4862505.12,39806,Dr. David T. Smith - Dentistry,L1J2J9,2019-07-10,2019-07-10,621110.0,Offices of physicians,9057259712,www.drdavidtsmith.com,,,,,,L1J2J9,,Family and cosmetic dentist.,292,King,Street,West,Oshawa,POINT (-78.8746194476965 43.89588648161364),-78.8746194476965,43.89588648161364
